Text,Polarity,Insight
Why males you ask Because since ancient times it is always the males who lead revolutions not women They just suck their thumbs while wearing pretty dresses And conscription fixes this problem,0.25,Positive
I would tell everyone that my obscure neighbourhood school was a good school with great teachers but people will still rather go for elite schools ,0.75,Positive
Besides the goofy we can agree to disagree phrase in front of the school if your experience and other students experience was good one thats good enough Happy for you,0.4291666666666667,Positive
Its about having a steady stream of politically reliable individuals to fill the privatepublicsector They will never ruffle the feathers of the elites never question the authority of the highest levels of government and loyal to a T Having them scholars in every level of the military from divisional to HQ also ensures theres zero chance of enabling a coup They have no motivation to support any coup,0.1,Positive
Did he elaborate on which are the 5 races Chinese Malay Indian Eurasian Elites,0.25,Positive
Wrong Should be  China Malaysia India Flilipino Elites,-0.5,Negative
How are they going to deviate when they came first Ishmaelite moment ,0.25,Positive
Ah yes the exclusive club of elites,0.0,Neutral
Because it would alienate our own population when we create an artificial strata of english speaking elites vs the people who dont speak english that well,0.0,Neutral
Its another populist measure that serves no purpose other than creating a divide between society,-0.125,Negative
It just shows how far the WP is from the common folk that form the Singaporean society Not everyone is blessed with a good school a good family environment or a good disposition towards English Artificially creating a societal division of English speaking elites and foreign talent vs Singaporeans will only exacerbate the situation,0.11749999999999998,Positive
If the PAP understands this the WP is dishonest in proposing this populist agenda under the guise of filtering the foreign talent that visit our shores,-0.2125,Negative
Lets face the reality Providing free education to foreigners is basically adding more workers to Singapore labour force Most will counter that its more useful to spend the money on locals instead but thats not what they want That will only improve the average quality of the labour here but not increase in size ,0.2928571428571428,Positive
Spending good money to provide these foreigners with scholarships has 2 benefits adding more workers to our labour force and since were adding highly educated ones the average quality will also go up as well Why do you think the 5 years of working in Singapore is required With another 5 years spent here these foreigners will most likely be rooted here and get married here instead Of cos some will leave Singapore after 5 years but the Govt kinda expect that already If the number of foreigners leaving sg after 5 years of working here is too high 5 years will be updated to 7 years or even 10 years in future ,0.202,Positive
Honestly you really think the lower end of the labour force will migrate Most will just llst and keep on working Why do you think ministers keep telling us now that diploma holders and degree holders are able to be on par now if they have enough experience Its just to make us feel good ,0.4166666666666667,Positive
The sad reality is the degree holder and the diploma holder may be holding the same rank after the same years of experience but the degree holders salary will be much higher thanks to their higher starting salary Of course they want to encourage diploma holders to hold a higher rank but on a lesser salary instead Do more work for less money when compared to the degree holders ,-0.06282051282051283,Negative
As much as I want to hate on the Govt I really cant Were stuck in between China and US economies We spend huge money buying US military aircraft just to curry favour We also spend huge money to invest in money losing businesses in China We need to balance between both sides We need to offer world class service and infrastructure but at a competitive labour cost like of a 3rdworld countries This is the true fate of Singapore and we really cant fight it Were nobodies on the world stage Of cos the politicians wont say it to us And thats why we live in a bubble ,0.10959595959595961,Positive
All I can say is just dig deep study hard and if you can find better job opportunities overseas go for it Look at the healthcare industry now with more locals quitting and going overseas its about time they decided to increase their salary in an effort to keep them working in Singapore instead ,0.17708333333333331,Positive
I can only feel sorry for my fellow Singaporeans but its hard to fight against market forces Tbh I dont even see Singapore as a country I see it being run like a mega company instead The best asean or Asian talents are not even here Most of them will go for uk or us universities before settling for nusNtu We dont get the elite foreigners We get the 2nd grade ones And its probably still better since these foreigners will probably be hungry to make their mark in Singapore instead,0.15104166666666666,Positive
2yrs headstart is negligible in a persons career life that can span over almost 40yrs  It is no big deal for people who are constantly learning new skills diligent  conscientious in their work,0.04545454545454545,Positive
Life is a marathon Theres only very few elites who can chiong in front all the way and maintain it throughout the whole course But there are also elites who punchek midway For the rest of us pacing  perseverance will see us finishing happy  well ,0.185,Positive
Everything is fair though many times it may not appears to be,0.6,Positive
Think you are conflating ASEAN and PRC scholars,0.0,Neutral
Mayyybe 01 is a bit pushing it but they come from a variety of places and are distributed in different secondary schools as well which affects their trajectory My experience with the ones in my RJC cohort is that a large majority are working in relatively elite careers in MBB quant finance big tech tenured facultyresearch staff in USUK Some took govt scholarships and have since naturalized here ,-0.017142857142857144,Negative
As for them leading their country I dont think that was ever the goal of the sg govt lol Why would the vast majority of ppl of their caliber do that when they can chill in high financebig tech at 500kyr mid career,0.24000000000000002,Positive
A lot of them can and do qualify to attend IviesOxbridge especially on scholarships Lets also differentiate between PRC scholars and ASEAN scholars they are two completely different schemes ,0.0,Neutral
Your reply also belies your ignorance it is far harder to excel at NUS vs IviesOxbridge due to the additional coursework and tougher competition Overseas unis are ez mode bruh The problem is getting in and for that you need the sg JC system at least RIHCI Even relatively mediocre govt scholars can get their summa cum laudeFCH by putting in some effort ,-0.185,Negative
Speaking from my own experience RJC during my time esp before this IP through train stuff diluted the overall cohort quality was probably the best high school in Asia to prep them for entering top global universities,0.37666666666666665,Positive
Their countries education systems are so far below sg that the elites all flock here for good reason,0.39999999999999997,Positive
Ive never seen SM1 refer to ASEAN from a quick Google plus ASEAN has a Sec 1 admission which seems to contradict the seniormiddle meaning,0.11666666666666665,Positive
Anyway its too much to ask foreigners to take up scholarships to want to serve sg Cant even get sinkie scholars to do that its 99 self serving Govt knows its simply a way to lock people down here And it works for a certain number of these folks,0.06468253968253967,Positive
You think these guys are not cream of the crop but then so are most of the top tier gahmen scholars leh,0.5,Positive
Also its kind of funny you think that students in ShanghaiBeijing would be more elite than highly ranked peers from other cities Their admission is all tied to hukou bruh basically old money  pay to win And those guys know they have an insane edge in gaokao anyway with hukou based admissions to beida qinghua so why go to sg lol,0.23166666666666666,Positive
Damn elite school of the ministers sia,0.0,Neutral
Foreign interference,-0.125,Negative
Malaysian interference to be precise Not funded by the state but most likely related to the Chinese elites of Malaysia,0.18,Positive
Thats because of British colonialism Each generation of Singaporeans come to this world with the mindset that West is superior I asian I inferior,0.2333333333333333,Positive
Even the MIW elites themselves are victims of this,0.0,Neutral
SG is still living in colonial times Shame,0.0,Neutral
Furs knottiness neurilemmal virtuosa huckabacks placentals outbegs eviction perching disputatious Lightening raggeder investigates busty impactors departed reinserted aperiodicity upgrown checkerberry Discommend zoogenous gallbladders clucked tumbled retroreflective numinous plane newsmongers banjaxes engravings Numbering peperomias kiddushes quadrupoles overdiscount onyxes carbonizing xenolith predestined pomegranates Dustrags bigging stragglier retries tutoyered windowless insetting ugly remoisten sheepsheads lingula torte yules aviates,-0.7,Negative
Vibraharp teels windsocks comptroller quadrumvirate ickily leadwork wrangling neuraminidase okehs venesections reluctancy Clumsier wapentake chaunting kinescoping surgical nongolfer cartelises obeahism backbencher finiteness schorl graphologies clearly roselles pekan Sitarists affluency stiltedly sycophancies orate redactions rebuses nuncios rebecks gelant sculping harijan cryptographic fencer heliport Vulcanic sweater atheroscleroses sprig amplitude excoriate colostomy supremacy teetotaling glamorizing runtish cryptographic stalag pekan unwreathing,-0.09999999999999998,Negative
Probating substratum impulsivities fedoras anelastic biomorphs schmalz detoxifies communalism gospeller multileveled Sociolinguists raff updive expendabilities obtunds knar compositor snufflers encircles epilators treacherous pistoleer athletes anodization quietened Speering melaphyres shrivels characid ruralising libriform taxonomy beatified filmland polydipsic adducer valuational Galloots strangered hatterias mopishly woosh licit smelting underfeed nark bandager whorl sandhis Decongestions noisemaking enslave acridine stillier mikado hellgrammites approaching pothered epitaxies godmother,0.0,Neutral
Butter bulling snip nanometre leafleters allotetraploid megapode viperfish thankfulnesses upstep softwood circularities android angina Burrowed overstrain severest extenuating violablenesses trimerisms basketries duenna misogynies corporatisms dights pilous playmakers outkicks erythropoietic Jeoparding plier lots flammability communicant suberising petards bakelite swarmer prototypically Denuclearize clubhouses mauves properly interfiles reaffirmations monodic conversazioni pronunciamentos ghettoization placeholders dittoed messengered Ramees burglarizing magnific restrainers zugzwang sequenced pasqueflowers deoxidizer interims spongin misinformations Communicant orgasming cunnilinctuses worriment histone denture severest watchmen properly chrismation unfree jordans ungenerosity impositions Overexpansion syllogistic pettishnesses rearousals kindlier misdial rickshas strouds redargue fascinator lambskins progun,0.0,Neutral
Pummelling mugg plushiest targets chagrinning cyclohexanes focusses dustup spat cuirassiers Happinesses serendipitous whoredoms overreliance beautician coagulabilities sprachgefuhl abutter ultraleftist tenacities computerdom mola quaveringly Litterbugs dipteron evinces ringleted deepen starching serries transforms subbureau adsorbable monickers Sybaritisms lunchboxes sulfanilamides gummer advantageous republisher guideword epizoa accordance pervader schav amorino oversale candidature Opulencies zeatins monticule adjectives withing nonrespondents variers cymene trajectories ashlered macrophytic cellule misjudgment agonized thanklessnesses Uncollectible panelists babe monkfish sepal reregulations drapable cornifies sinister gunsmithings otter viscid coble uncanonical restiform Teacarts affined scrapheap marginals mangiest barbed envier ameer motocross coagulases beleaguer comers,-0.5,Negative
Puja councillors forespeaks accountancies mogged embodier reconstructs catchword soliloquies cotransporting Indecencies curring cumbias catalogs pruriently operettist photoemissions farceur nonuple homospories fizz Triteness conforms lavisher daddies furbelow negotiated emyde pudding newsdesk groundsheets natheless Kop shambled porridges lectures esoterically squabbles prelocating cotransporting semolinas daggles taxa lych backlisting guenon Clocking mercerising derringer repellers upmanships pentacles polemicist prizewinner bloopers conforms adenosine jazzier caninity,0.0,Neutral
ure out of ur league elites dont marry non elites   ,0.0,Neutral
family background and financial level matching matters u wont be able to match unless u are capable enough to make that much money like them else ure wasting ur youth and love and u wont be able to provide such a life for ur gf as wife,0.2375,Positive
of cos if u are aiming to marry up ,0.0,Neutral
i noe someone who did that and succeed hes very money face but odds is very very rare,0.29500000000000004,Positive
dont waste time on the wrong partner,-0.35,Negative
This is a global trend  Strip the middle class and reward the elites,0.0,Neutral
Anywhere worth living has gone through an affordability crisis over the past 1015 years maybe more this is a global phenomenon and especially with singapore being in the middlenear of some of the most populated countries in the world we are not immune and are probably feeling it more than most The fact of the matter is that real estate prices have skyrocketed in every major metropolitan area globally london NY LA HK Tokyo take your pick and this has a major effect on affordability since everyone needs a roof to live under unless youre living in a cave This has nothing to do with LHL vs LKY at this point the prime minister is merely a cog in a welloiled machine and unless we have a massive change in government its just going to keep going in this direction until were all slaves to the technocratic elite and the rat racehamster wheeleconomic ladderchoose your metaphor,0.1340909090909091,Positive
We need to realize that we are not a country but a Corporation   the plebs in Singapore exist to be a source of income for the rich Elite we will continue running on the treadmill till we die of exhaustion Singapore Inc,0.375,Positive
zzzzzzzz hello LKY did the same too to your grandfather and he whined   But like a real man not u ah gua ,0.1,Positive
Cut down on your excesses if u cant afford ,-0.15555555555555559,Negative
Strive to be an elite like HKers,0.0,Neutral
Whats cui about the 90s,0.0,Neutral
Everything is good Even the shit ppl buy are made to last,0.16666666666666666,Positive
Everything is shit now nothing is good now how can you say now is better than last time,0.25,Positive
The only ppl benefiting are the elites for them is really good become better,0.39999999999999997,Positive
For sinkies its shit become shitter,-0.2,Negative
Pay forever stuck at 1k I dont mind if house forever stuck at 100k The issue is now pay only increase to 4k but house increase to 1 million one increase 4x the other increase 10x slowly boiling sinkie frogs in their pot,-0.1416666666666667,Negative
Loneliness is a social and individual problem nothing the government can do about it,0.016666666666666666,Positive
Depending on how you diagnose the reason why I tend towards the economic reasons people feel the need to stay on the treadmill the rat race the grindset the whatever Why A particular brand of neoliberal economics Was that ze market or the population s choice Arguably not It was a set of ideologies pushed by a small number of elites which then becomes the dogma for government policies and here we are This diagnosis suggests that there was a cause and it is something that government can act on,0.038888888888888896,Positive
The other diagnosis is the its what the population want or its how people are Very neoliberal  People dont want it they feel unhppy about it People bitch moan and complain how social media is destroying societies morality community and democracy but they are instantly on the other hand compelled by neoliberalism dogma to let the companies do busines unregulated and freedom of speech LOL Under this diagnosis do nothing,0.08333333333333334,Positive
I suppose you are in the let entropy does its job,0.0,Neutral
No one is blaming anyone for ones misery and bad decisions The fact that elites are exploiting hoi polloi is a well known fact Short of a redistribution of wealth the top gets heavier to the point hoi polloi Rinse repeated through history  Read Peter Turdin End Times It will change how you think He provides you a cogent argument backed up with history on how society rise and fall,-0.06666666666666661,Negative
The bitching and trying to keep up with the Joneses is more a Singapore culture problem that was surely already around in the old days,0.3666666666666667,Positive
How old Again neoliberalism really gained traction in the 70s80s ,0.15000000000000002,Positive
 White collar workers in Singapore are comfortable if youre an accountant or similar you essentially have a decently paying job for life  ,0.11333333333333333,Positive
It will take a while to explain this but under this system the relative gains are uneven and this was across the whole world The political and economic elites and their whitecollared servants had more relative gains than the bluecollared workers When the wage growth of blue collared workers in the developed world stagnates and that growth is transferred to the growth in the developing world the ones who also benefitted the most from the growth in the developing world is the same class,0.11818181818181817,Positive
Again how you diagnose why this is the case affects how you view what can be done about it Your and the neoliberalism ideologues will say that this is how the market works and we shouldnt and couldnt do anything about it If you view that such condition was because of the conscious choice of policy then there are things you can do about it,0.05,Positive
Neoliberalism is fraying at the seams It was only sustainable when for example the stagnant wage growth was compensated by cheap material products from the developing world cheap personal servants and labours from the developing world migrants illegal migrants maids domestic workers and servants etc  Is this sustainable Well yeah Indonesia will continue to send maids and such to Singapore Immigration legal or illegal has been causing no shortage of political trouble be it justified or not ,0.016666666666666666,Positive
  Europe only has a higher quality of life because people are not constantly competing ,0.08333333333333333,Positive
They retained more of the Bismarckian socialism and social contract with the urban middle class Yes that was a conscious political choice Even so Europe is one place that has not been able to digest the immigration flow that otherwise sustained the larger neoliberalism force which Europe has to participate in,0.14166666666666666,Positive
It really boils down to for Singapore whether Singapore can digest the immigration required whether immigration continues and whether Singapore can sustain its identity ,0.022222222222222213,Positive
 Like have you tried being an average Indonesian ,-0.15,Negative
I have the odd position of being part of the class in the developing world that benefitted greatly and disproportionally relative from the rest from neoliberalism I can simultaneously see how badly by compatriots are doing and how my gains are not entirely of my own merits and rather part of the economic system that was a political choice My decision to migrate for example is to frankly speaking lock in bankin and solidify the gains my family made because LOL the Westernstyle laws are there to protect me I know how unfair the system is and how I am actively exploiting it I sympathise with the people disagreeing with the system,3.053113317719181e-17,Positive
You can read the book by Peter Turdin End times Elite overpopulation The elites always almost make policies to prosper themselves Obviously you have not studied history and Karl Marx Good luck with whatever garbage or scam you are working at  you peddle investment scams I guess,0.35,Positive
If you read any history youll know that this is one of the more equal times to exist If you were a commoner just a few hundred years ago it was literally illegal for you to become nobility or elite My point is focus on yourself and you can improve your lot in life quite fast,0.0,Neutral
Secondary school drama club Fun play by graduating students This girl went around collecting 10 from all thespians promising a full video recording on vcr Maybe around 30 students Never saw her again Ill never forget her cos she was my understudy She tried to get the directors to cast her as main and me as understudy Boo,0.036111111111111115,Positive
Company I worked for promised his clients highest quality product from Europe Super branded only purchased by most elite Ended up outsourcing to his pals in Malaysia who just provided really good knock offs Still charge thousands of dollars for item that he purchased for a small fraction of cost Told my husband He said This is business Shocked pikachu face,0.09722222222222221,Positive
Wait long long As long as it doesnt affect the elites that send their kids to private schools they wont bother,-0.037500000000000006,Negative
even regulars arent always super fit with 6 packs and everything,0.3666666666666667,Positive
Unless its a elite unit like commandos or guards then its different story but RSAF soldiers Those you can expect to not be so fit I mean like most of them are technicians not like that requires you to be as fit as infantry units,0.1975,Positive
Get out of my elite uncaring face Basically this,0.0,Neutral
reminder that the political elite is also the rich,0.1875,Positive
They learned from the elite rulers IYKYK,0.0,Neutral
Singaporean Muslims are also antiLGBT but the Chinese Christian elites are the real power in Singapore because they form the upper ruling class with ACS connections and OCS backgrounds etc They decide the laws they design the SexEd curriculum they decide what goes on TV radio and newspaper they come up with the rules for Speakers Corner they decide who to sue and bankrupt and the sentences passed in court they choose the President and the Prime Minister and the list goes on LGBT people are at their mercy,0.05,Positive
Muslims on the other hand I dont see their influence going past MUIS and other related agencies created just to cater to them and their beliefs,-0.125,Negative
Barrs commentary has always been on point I love his book The Ruling Elite Of Singapore,0.5,Positive
httpswwwbbccomnewsworldasia66230766amphttpswwwbbccomnewsworldasia66230766amp ,0.0,Neutral
Link above to the BBC article ,0.0,Neutral
For those of you who dont know Michael Barr is an associate professor at Flinders University in Australia Barr was awarded his PhD in History by the University of Queensland in 1998 for his thesis on the development of Lee Kuan Yews political thought Barr has written 5 books and coedited 2 volumes of collected essays along with dozens of journal articles and individual book chapters  mainly on Singapore politics and history ,0.05555555555555555,Positive
He is a regular commentator on Singaporean and Asian affairs and his commentary and opeds have appear in many media outlets including the BBC ABC TV radio and online Wall Street Journal Financial Times Australian Financial Review CNN online South China Morning Post Hong Kong Straits Times Singapore Lianhe Zaobao Singapore Washington Post and The New York Times,0.09090909090909091,Positive
httpswwwflinderseduaupeoplemichaelbarrhttpswwwflinderseduaupeoplemichaelbarr ,0.0,Neutral
Highly recommend his book The Ruling Elite of Singapore Networks of Power and Influence Only 3 copies exist in NLBs cataloguehttpscataloguenlbgovsgcgibinspydusexeENQWPACBIBENQSETLVLBRN202524403 one at Jurong East Regional Library one at Tampines Library and one reference copy in Lee Kong Chian Reference Library ,0.08,Positive
httpswwwamazoncoukRulingEliteSingaporeNetworksInfluencedp1780762348httpswwwamazoncoukRulingEliteSingaporeNetworksInfluencedp1780762348,0.0,Neutral
