Text,Polarity,Insight
There are other issues wrapped up in this because if you assume the fundamental issue is that policymakers are wealthy elites that are out of touch then it stands to reason that theyll be accused of making policies that favour big business over ordinary people for example Or theyll be accused of media censorship and using the courts to quash any dissent  Singapore recently implemented a particular bit of fake news legislation that critics say is mostly a tool for the government to go after whatever they dont like And so on So forth,0.03645833333333333,Positive
Part of the discontent is kind of hard to unpack if you dont have the history Historically Singapore hasnt been kind to dissenting voices Opposition figures have been sued into financial oblivion Journalists and academics whove attracted too much flak have lost jobs and so on Granted these days the pressure is going to be kinder and gentler rather than some sternfaced security officers showing up at three in the morning in order to introduce you to a windowless room but a lot of Singaporeans will be thinking about that sort of thing,0.1847222222222222,Positive
Its worth noting that much of the reason Singapore was so successful was because of great leaders Not just Singapores first Prime Minister Lee Kuan Yew but also people like Goh Keng Swee The trouble is while they were undoubtedly brilliant leaders this doesnt mean they were nice Singapore has been fortunate in that its leaders even in what people would consider the bad old days have fallen very much on the nice side of authoritarianism  firm but ethical and seemingly respecting rule of law But not nice Not nice in the sense that what they built is seen by many people today as a rigid hierarchical system Theres a very strong undercurrent in Singapore of sit down shut up if you know whats good for you,0.225239898989899,Positive
Granted the contemporary successors of the founding PAP members are very aware of these issues They know that things are different now They know societys different They know different levers are necessary There have been obvious attempts to soften the PAPs stance to actively counter any assertions of nepotism or elitism to prove that the party cares about people And lets be clear there are politicians in the PAP who are genuinely truly wellliked by the majority of people,0.08583333333333334,Positive
Ive been mostly cynical in this comment to explain why some people in Singapore still have bones to pick even though by and large the country is doing well and is seen as successful But obviously the current batch of political incumbents are doing a good enough job They must be Theyre in power And nobody nobody realistically expects the PAP to lose a general election anytime soon,0.12380952380952381,Positive
Still thats not good enough for some Thats why the opposition has supporters,-0.175,Negative
There are plenty of people in Singapore who may not be entirely happy with the system but are willing to go along with say the nature of the civil service Or the fact that government scholarship is a big thing here with people who do well academically getting handpicked out of school and then shunted into important highlypaid public sector roles well you get the idea,0.29000000000000004,Positive
Thats fine with people if it means the government truly is run by the very very clever and everything ticks along This is the flip side of elitism Because while it sounds nice to be more egalitarian or whatever at the end of the day dont you want to ensure that the highestqualified people are indeed running the show,0.43333333333333335,Positive
So its okay in practice If the system works,0.5,Positive
The problem arises when the handpicked and favoured elite arent the best at what they do and mess up badly By and large Singapore has been extremely fortunate because its leaders have indeed been wise and have indeed made far more good calls than they have made mistakes There have been some mistakes mind you  hang around on this sub enough and youll see people point to say mismanagement of X or poor policy Y But none of those things have been absolutely disastrous Whereas a quick look around the world gives many more examples where ruling elites have dropped the ball,0.1981746031746032,Positive
But whats the alternative There are also examples where populism has caused serious problems for countries Theres way too many democracies way too many countries where ignorance and mob rule has replaced good sense and knowledge at the ballot box,0.3416666666666667,Positive
Singapore has done better than most countries but there isnt a perfect answer,0.6666666666666666,Positive
This shows that the govt and elite MPs are only bullsting us when they say all schools are good Its just talk What they actually mean is that all neighbourhood schools are good enough for the peasants So SHUT UP and dont bring this matter up again,0.21749999999999997,Positive
PLEASE GET OUT FROM MY ELITE UNCARING FACE,0.0,Neutral
This is the reality of many elites looking down on others Deeply rooted within them and their family ,0.11481481481481481,Positive
Such a shame they are leaders,0.0,Neutral
Seriously so what if youre from RI Must be the kind that wear their raffles t shirt EVERYWHERE even though they are in their 40s to 50s Scared ppl dunno youre from some elite school,0.13333333333333333,Positive
I dont understand why people are throwing around allegations of elitism Leong Mun Wais performance in parliament was absolutely atrocious Imagine having to sit through the whole trainwreck my reaction to watching the proceedings is to want to close the video as soon as possible Vivian probably made the comment as a joke more than anything else If anything Vivians jab could be considered an antielitist jab we expect RI to be the elite school yet their grads turn out to be so bad But yes it should have been something said in private rather than in parliament so as to prevent misunderstandings,-0.11666666666666663,Negative
It would be an eltist remark if LMW went to aneighborhood school and Vivian mocked that Or if someone mocked LTK for his English But given that RI grads are given more resources than other students and are educated in English it is a fair jab towards LMW If RI students turn out to be like Leong Mun Wai then really RI needs to be looked into,0.2125,Positive
Im from a neighbourhood school and I dont find this offensive If a player sucks at bball youd ask how did he get into the NBA If a doctor screws up youd ask how did she get into med school Fact is RI is an elite school Yes there are elite schools and shitty schools  grow up People are wayyyy too sensitive these days,-0.09999999999999999,Negative
I came from one of these elite schools maybe 5 years before the motherhood statement of all schools are good schools came out If theyre anything like they used to be they dont believe an inch of this statement,0.7,Positive
Youre told all the time you that youre the elite in SG and all that jazz Culture is extremely elitist and focused on academic grades lots of fluff on the side to pretend theyre doing holistic teaching,-0.075,Negative
The sense of entitlement created is solely based on you had good grades for that one exam you took when you were 1213,0.7,Positive
I suddenly remember that CCS leaked audio Thats behind closed doors Now I can only imagine how most of them elites talk behind closed doors,-0.07142857142857142,Negative
All schools are good schools not all schools are the best schools An elite school can be objectively leaps and bounds better than an average neighbourhood school but that doesnt have a bearing on how good the average neighbourhood school is Put another way MOE is saying even the worst school in Singapore that provides the bare minimum the sg public school system has to offer is still a good education I think thats a fair claim,0.25416666666666665,Positive
LMW was terrible and not well prepared,-1.0,Negative
But this person comment was just utterly lacking in class snide and condescending ,0.0,Neutral
He can disagree but not insult and mock Outright disgusting and I cannot believe there are people who would agree with Vivian,-1.0,Negative
But not surprising that it came from Vivian  someone known for overspending the yog budget with no consequences for asking Lily Neo what more does the poor one ,-0.08333333333333333,Negative
If this is how he thinks in private what does he think of his constituents who may come from worse background He has already shown on occasions that he lacks compassion for the common people How to serve his constituents humbly ,-0.22499999999999998,Negative
But then of course maybe such views are the common view and to them elites  this is how they have always think of us ,-0.15,Negative
Good that it was picked up this time and aired ,0.39999999999999997,Positive
I hope he gets severe backlash,0.0,Neutral
I dont think hes making fun of LMWs secondary school career If he went to some neighborhood school and then Viv made reference to that Id say hes making fun Given that LMW clearly went to the most elite institute in the country by general consensus even though not officially I think this banter and said with irony,0.15833333333333335,Positive
when did elites not turn out ok,0.5,Positive
Where the fuck these stats from 51 of domestic violence being from same sex couples cant be true if you think about it for more than 2 seconds ,0.09,Positive
Kind of fucked that an elite school is throwing this kind of disinformation that should but will not be POFMAed Like anyone can believe the school will teach critical thinking after this,0.15,Positive
well the school is teaching elite students what PAP wants to be taught i dont see anything wrong here,-0.15,Negative
Confucian IDEALS are very different from the wide spectrum of actual practices in the society  ,-0.03333333333333333,Negative
Huh You can say the exact same thing for Christanity And I would argue Confucian Ideal drives the behavior of big swathes of Chinese society so much so that it is religion just not the religion you are familiar with in the West,0.2464285714285714,Positive
And to say that Confucianism is by no mean the law and is not like Christanitycogoverning peoples life,0.15625,Positive
Again huh What sort of Chinese are you Confucianism is a cornerstone of the legal system and helped several  Emperors coalesce governing principles for their dynasties including the Ming and Qing Such influence does Confucianism have over the life of peasants and elites that Chinese despots Qin Shihuang and Mao had to purge Confucianist thinkers and practices burn books and bury scholars Just in the name of revolution and restarting China on a clean slate,0.09444444444444444,Positive
Thanks for taking the time lifting a few passages from your reading of these novels Mind you those few novels can be famous and rightfully so because they are exceptional ,0.1933333333333333,Positive
So you may be able to quote a few passages here and there on descriptions of gays but is that by any mean evidence that gays are widespread and well tolerated in those eras It is obviously cherrypicking from among a few novels that are the exceptions,-0.0425,Negative
 was also so famous because it is the equivalent of really good 1010 rated deviant hardcore porn in the olden days so much so that Qianlong had to ban it It was probably viewed as heretical enough for it to be banned together with the chinese novel on revolutionaries ,0.27999999999999997,Positive
So NO Just a few famous books that have a few paragraphs depicting gays are not evidence of it being tolerable It is a hyperbole and a stretch to use these few passages from a few books that are read for leisure to depict mainstream chinese attitude towards gay It is akin to finding a famous gay club in the American deep south and concluding that those American conservative states were tolerant to gays,0.08611111111111112,Positive
Lastly I feel the need to clarify that I am critcising the very unrepresentative idea of early China being gaytolerant and not criticising the existing and current LGBTQ movement Finding allies in ancient china is not a good idea if you get transported back in time,-0.008333333333333323,Negative
Elite  Elight,0.0,Neutral
Elected Presidency  Selected Presidency,0.0,Neutral
Vitamin is also pronoused veet ta min,0.0,Neutral
should have stayed in the us an environment of elite peers makes so much difference,0.2,Positive
Definitely agree I recall there were issues of NCAA regulations that he was being financially compensated which was prohibited ,0.0,Neutral
But I would not hold it against him I think its also fair for him to have other considerations other than elite performance Life after sport family,0.15,Positive
Singapores favourite footballing son Fandi Ahmad gave up Europe because he was homesick,0.0,Neutral
forcing the brightest minds into other professions is not a good idea if theyre not too passionate about it ive heard of people who do nursing degrees because they fail to make it past the med sch interview  have no money to go abroad this just reinforces the fact that you need to be richwellconnected to do well in an elite profession,-0.255,Negative
I have not seen a doctor for the past decade but will totally agree rote memorisation is one of the keys to all elite professions not just medicine As a patient I could care less if the doctor had any empathy My only concern is in medical SOPs and readiness to disregard hospital SOPs to suit patient preferences Doctors in public hospitals have to prescribe according to SOPs even though there are many ways to address specific medical conditions and I am not referring to SARSCoV2 here,0.009259259259259264,Positive
OH NOOO THIS DOES NOT FIT MY FORCED PERCEPTION OF THE PAP NOOO HOW COULD U DO THISS IM SHAKING N CRYING RN FARK PAP 2 ELITE 2 CARE,-0.2333333333333333,Negative
Ivorytower PAPPie Elitist Uncaringface IB EastCoastPlan MSM158 Dogs LightningSucks,0.0,Neutral
JamusSgObama NicoleJieJieTaxitears ,0.0,Neutral
HypebeastTCB RaeesahHeroineSJW,0.0,Neutral
CSJnevergaveup,0.0,Neutral
LeeHsienYangNotLikeTheOtherElites,0.0,Neutral
HammerTime,0.0,Neutral
Exactly Only elite events get approved so that they can bypass restrictions,0.0,Neutral
Thats the whole point showing off to everyone that you are in some kind of elite group,0.4,Positive
Are you sure its not institutionalized A significant proportion of singapores elite schools are de facto Chinese only Malays have famously been shut out of military ranks Its common to see job ads requiring Chinese language skills The upper echelons of our public service is made up predominantly of Chinese Our elected politicians are overwhelmingly Chinese,0.08124999999999999,Positive
Yup this is actually pretty common Many expat families tend to have local friends among elite circles  who seem to have  a more patronising idea of other races than the average Singaporean ,0.09642857142857142,Positive
I have a relative whose wife is an expat She was told by such a local friend not to allow her child to befriend any Malay children because apparently then he would do Bad Things And this woman who has a masters degree from her home country just believed this without question Wtf,-0.19166666666666665,Negative
 Yes But what did the nonredeemed people do to deserve an eternity of suffering Not believing in him Thats not a fair judgement and a sign of an unloving god,-0.35,Negative
Well you could try working for your own salvation hypothetically by your own efforts But the Bible says we wouldnt succeed wouldnt be good enough I wouldnt for sure I dont know about you Thats why God offers a much easier way to just believe that Someone has already done all the work to attain that standard  Which is easier and more failsafe ,0.35555555555555557,Positive
  Yes and the laws are usually based around not harming people Do you want a government that puts you to death for not voting for them Because that is the kind of stuff god does Send people to suffer eternally for not believing in him,0.175,Positive
As I mentioned above one could try working for salvation by ones own efforts then but everything boils down to selfinterest Humans are by nature selfish Maybe I can provide an analogy I studied microeconomics and macroeconomics theory as part of my first degree core modules Its all very idealistic  how capital should flow the equilibrium point etc Then much later I took a course in international political economy and we learned that the idealistic economic models dont work in real life because of selfinterest those in power lobby etc and they have the means to either stay in power or influence power and policy Thats politics In a nutshell its selfpreservation selfinterest selfishness Left to themselves thats what happens The rich get richer and the poor get babies  Left to their own devices mankind as a whole is incapable of governing themselves fairly I dont think humans could do a better job ,0.14576023391812865,Positive
 Angels that are like police which step in to stop horrific acts like the holocaust or mass murders Or do you think those should be allowed to happen because stopping those is the same as catching muslims who dont fast ,-0.05,Negative
God diddoes in fact use one nation to bring judgment on another nation It is replete in the OT The Israelites were Gods tool to bring judgment upon the Canaanites who practised child sacrifices to their deity Molech witchcraft and a host of other abominations Then when Israel itself fell into sin by adopting the very same abominable practices of the Canaanites including child sacrifices to Molech and rejecting their Messiah God used other nations Babylon Assyria MedoPersia Greece Rome etc as tools to bring judgment on them God has dispersed them all over the world and they have lost their statehood since AD 135 up until May 1948 ,-0.08333333333333333,Negative
 And in the meanwhile allow evil to thoroughly destroy the lives of many innocent people Doesnt seem loving to me if he could prevent it all from happening,0.08,Positive
God has dealt mankind in various ways we call that dispensations In the past like in the time of Noah Abraham etc God directly intervened in peoples lives Still they fell into sin Then under Moses God gave them the Mosaic law Still they failed Then God gave them a monarchy their own kings because they didnt want a theocratic state but wanted to be like other nations around them to have a king But their kings mostly turned out to be corrupted Then God sent His Messiah into the world but the Jews conspired with their enemies the Romans to crucify Him In this age today God chooses not to intervene directly in the affairs of mankind yes we do have a personal relationship with Him of course  what autonomy  but as you and others have rightly observed theres been nothing but mess all around So in different dispensations in all manners of Gods intervention in the history and affairs of mankind man has failed Selfinterest as I mentioned earlier Man is morally and spiritually corrupt History has only proven it There remains a future time the Bible says where God will once again intervene directly in the affairs of mankind  known as the Millennium where Jesus Christ will rule literally and personally on Earth It should be a glorious time but the Bible is clear that even so there will be undercurrents of rebellion such that at the end of the 1000year reign war will again breakout Under all manners of government it is proven that man is inherently corrupt as long as we are in our sinful fallen nature waiting for the future redemption of our bodies God is delaying judgment giving many a chance to repent There is a chance the wicked will repent and we have seen that happening ,-0.012087912087912097,Negative
 Difference is kleptomania and violence hurts others Being LGBT doesnt ,0.0,Neutral
Im not sure that thats an entirely neutral statement The LGBT movement has definitely taken on a more militant stance opposing the rights of those who want to teach moral values family values of a one man one woman marriage and family etc And is it wrong to want to be governed by a certain set of values for the laws to be based on those values for people to be able to teach those values to their young I dont think so Now we dont even have the right to teach or discuss that in public schools but have to be politicallycorrect It looks like a zerosum game to me and Im at the moment not leaning to either side Im just saying that it is polarising and pretty difficult to be absolutely neutral on this subject and right off I cannot agree that the LGBT movement doesnt hurt others I suppose each country will have to elect its own government parliament policy makers and decide on its own laws so how far it goes along the LGBT route is really decision of the people by voting lobbying etc ,0.12813852813852813,Positive
 Also would a loving god create someone just so that they suffer because of how he created them Seems like only a sadist would do that,0.3,Positive
God created everything perfect with laws and consequences It is man who keeps falling short at every turn,0.5,Positive
 Well you could try working for your own salvation hypothetically by your own efforts But the Bible says we wouldnt succeed wouldnt be good enough,0.475,Positive
Then what is considered good enough Why is salvation so difficult to reach that the only way to do so is believing in god given that god is the one deciding the criteria for salvation It still boils back down to him being unloving ,0.007407407407407395,Positive
 God diddoes in fact use one nation to bring judgment on another nation It is replete in the OT The Israelites were Gods tool to bring judgment upon the Canaanites who practised child sacrifices to their deity Molech witchcraft and a host of other abominations Then when Israel itself fell into sin by adopting the very same abominable practices of the Canaanites including child sacrifices to Molech and rejecting their Messiah God used other nations Babylon Assyria MedoPersia Greece Rome etc as tools to bring judgment on them God has dispersed them all over the world and they have lost their statehood since AD 135 up until May 1948 ,-0.08333333333333333,Negative
But if the countries he uses tend to fall into sin why not just send his angels down to do that job since angels are supposed to be infallible He could easily do so given how the bible mentions them multiple times so why doesnt he when its perfectly clear doing that will be much better than sending humans to do so,0.17555555555555555,Positive
 Im not sure that thats an entirely neutral statement The LGBT movement has definitely taken on a more militant stance opposing the rights of those who want to teach moral values family values of a one man one woman marriage and family etc,0.05,Positive
Hold it right there Taking on a militant stance and opposing the rights of others who teach a different moral value That sounds more like the conservative Christians who petition against anything LGBT positive tried to take over AWARE for being LGBT friendly tried to ban a children book about a real gay penguin family,0.28287337662337664,Positive
 Now we dont even have the right to teach or discuss that in public schools but have to be politicallycorrect It looks like a zerosum game to me and Im at the moment not leaning to either side,-0.038095238095238106,Negative
It is not zero sum Teaching that LGBT people exist and should not be mistreated does not take away anything from Christians unless you think Christians NEED to be able to discriminate against LGBT people,0.5,Positive
 Im just saying that it is polarising and pretty difficult to be absolutely neutral on this subject and right off I cannot agree that the LGBT movement doesnt hurt others,0.01380952380952381,Positive
List the way LGBT movement has hurt others Because the ones arguing to keep them illegal has done plenty of hurt SMOL flag incident vandalism of pride flag Joanna Theng 666 video Bryan threatening to open fire etc ,-0.25,Negative
  I suppose each country will have to elect its own government parliament policy makers and decide on its own laws so how far it goes along the LGBT route is really decision of the people by voting lobbying etc ,0.4600000000000001,Positive
But why should it be this way Should we restrict rights to certain groups of people just because others think they are icky So if in the future people think Christianity is icky we can ban Christian marriages and annul all existing Christian marriages,-0.06428571428571428,Negative
 God created everything perfect with laws and consequences It is man who keeps falling short at every turn,0.5,Positive
Then that means god did not create everything perfect If man which is gods creation is failing at every turn it means that man is an imperfect creation Thus god did not create all perfect Only exception to that is if man is meant to fail which brings us back to an unloving god who set us up to fail and suffer,0.16666666666666666,Positive
Honestly the administration in each schools are also going through tough times because of the management above Most decisions do not come from Managerial level but at the Academic positions level and administration head of each school or the centralised office Some of the Profs are known to not want to teach and we always had problem with giving them teaching load They are more concern in doing research anyway The management was terribly bad at handling and reacting fast in MarApril last year that staff had to come to work everyday despite the govt informing of WFH arrangements The solution to them was to segregate the office and separate each team but we were still seeing each other for meetings in the same building It really depends how good each of the schools leadership were and that their policies differs Some staff were made to work alternate days but others were made to come everyday The lack of quality and empathetic leaders and the outdated mindset of staff who have been too long in the company and refuse to make catalytic changes along with elite circle of Profs in their own clique are some of the reasons why the administration has failed in some ways and it translates to an unpleasant experience for all,0.004100529100529107,Positive
Then how will the elites at the top get exorbitant salaries for the nonwork that they are doing,0.5,Positive
The is what happens when you give absolute power to the wealthy and elite,0.35,Positive
But hes not your usual PAP elite candidate leh Dude was Poly and went private Uni leh Started work at keppel as a student ,-0.125,Negative
If he backdoor That is quite a jump,0.0,Neutral
Yup from his background he sounds very much like a diversity pick to allay the elite image,0.26,Positive
At this point I rather pick the elite with humility than this guy,0.0,Neutral
Those guys in the blue long 4 and white helmet are from the Disaster Assistance and Rescue Team DART of SCDF They attend to any rescue calls that normal firefighters arent equipped for ie height rescue building collapse underwater rescue etcThey are experienced firefighters first before going for selection and training joining DART as elite rescuers Insanely tough vocation to join and theyre very capable at their job They have lots of experience local and overseas under their belt so usually the way they do stuff looks very smooth and effortless,0.11737373737373737,Positive
Does society have a moral obligation to prevent unnecessary deaths brought about by mental issuesrash decisions then,-0.16666666666666666,Negative
I wouldnt call it a moral obligation its more of an incentive,0.25,Positive
The elites ruling society wants people alive and well so they can work and pay taxes So the elites can continue enjoying their luxurious lives,0.26666666666666666,Positive
Imagine a society where everyone kills themselves except the top 01 then whos gonna do the dirty work like cleaning the streets collecting the rubbish running the restaurants etc,-0.04999999999999999,Negative
The government dont want people dying cos its bad for business Theyre saving suicidal people not because of compassion but because they need slaves,-0.6999999999999998,Negative
Whats the point of being an emperor of an empty kingdom,-0.1,Negative
Emerald Starter Mudkip But Watermelon turn black before can fight elite 4 ,-0.16666666666666666,Negative
Historically missionaries had the most success at conversion with the poor and downtrodden most often with food and money in tow Thats how you end up with random ass churches and chapels and entire Christian tribes in the mountains of South East Asia Rich elites dont care about conversion whoever they prayed to was exceptionally good to them so why bother,0.14750000000000002,Positive
The Charismatic churches suck ass at converting people They dont understand what people are poor of these days I stumbled upon two of their services they had very gaudy performances but suck at theology or proselytising,0.09999999999999999,Positive
The Catholics on the other hand are not bad,0.11249999999999996,Positive
YOu think There is elitism in Buddhism too Especially among those that treat it as a religion rather than wisdom,0.0,Neutral
Was turned off by those religious elites at Buddhist gatherings too ,0.0,Neutral
Doesnt matter which religion you go to you will find idiots that preach and argue as if fiction is fact,-0.8,Negative
 get out of my elite uncaring face,0.0,Neutral
Havent seen this in a while and  My age is showing,0.0,Neutral
The system prizes smarts perfect grades elite unis etc over good incorruptible character really want to serve fair look out for people who have less than them humble genuine etc  This became so clear in the recent months with Ridout F1 TCJ even to an extent LP  I am shocked by some FB commentators who make the point that given their abilities as MPs in the case of TCJ and LP in a different world their affairs should not have completely brought them down  This is reflective of our thinking in society today  we see a double first or a brand name uni or someone who has strong verbal articulation skills see video of TCJ grilling Jamus Lim as the high and mighty Speaker while carrying on an affair with a fellow MP we subconsciously gravitate towards them as the choicest leaders  These people lack the values or good character to become senior civil servants or political office holders  ,0.200959595959596,Positive
Someone like Raja I imagine lacks any of these credentials but he has exemplary sterling principles and conduct it appears that you wont find in many technocrats,0.5,Positive
NS is diseased rotten to the core The ruling elite are able to buy their sons out of NS through paying for doctors memos and MCs while the average Singaporean son is subject to the tyranny of the powerseeking psychopaths managing the uniformed services,-0.10416666666666666,Negative
Fucking old men who have never experienced the hell they created yet able to legislate the children of other people to be condemned to this sort of treatment Fuck you Singapore,-0.06500000000000002,Negative
It will die out for you once you make it to the elites on the PAP side,0.0,Neutral
You have then enjoy no blame culture only learning culture,0.2,Positive
It always happens once you become elite though Then all you get are honest mistakes lets move on,0.6,Positive
The stick of being out of touch You think those elite politicians in their private housing with private facilities and personal transport would understand how the average Singaporean go through their lives during this pandemic,-0.0375,Negative
Flogging a deadhorse but my mind was already made up that these buffons were clearly out of touch the moment they started the MRT no talking nonsense,0.10000000000000002,Positive
In what world was that practical in anyway,0.0,Neutral
Elites all driving cars and anyhow throw a dart at the board to see what policy works ,0.0,Neutral
1 We were still going back to offices en masse,0.0,Neutral
2 How you gonna enforce that,0.0,Neutral
Edit Ps already damn sick of the wordplay Circuit breaker Phase 2 heightened measures Simi sai,-0.7142857142857143,Negative
U think elites will ride on bikes to walk the ground,0.0,Neutral
Get out of my elite uncaring face,0.0,Neutral
Yes paradise for the elites and the crazy rich Asians,-0.11249999999999999,Negative
Covered in the embrace of PAP and Kong hee fatt choy billion dollar harvestshabalalalala,0.0,Neutral
If u really want to know what is paradiseI suggest u go to Australia,0.2,Positive
Its actually the opposite Due to resin recharge rate I cant even sink my time into it ,-0.041666666666666664,Negative
Like I want to level my heroes But I dont have enough exp up items I can go around killing monsters which give around 20 exp50exp Or spend 20 resin  2h 40m worth to do a exp event which gives 80000 exp ,0.15,Positive
Maybe I want to ascend my hero Too bad I need materials which only drop from elite bosses which take 40 resin 5h20m worth to get them Too bad you need like 4 of them and its not a 100 drop rate ,-0.2749999999999999,Negative
Same for upgrading your weapon or upgrading your skills Gotta farm for materials and spend resin on them,0.0,Neutral
And all these upgrades cost gold and just like exp running around smacking monsters is the only non resin way to get gold but its at a laughable rate,-0.25,Negative
So yeah there is a LOT of stuff to do in this game from farming accessories upgrading weapons heroes talents hero ascensions but all of that shit is locked behind resin Which is a major bummer,-0.234375,Negative
But if you ever played BOTW and enjoyed exploring a huge map with lots of very simple puzzles then Genshin is great,0.42500000000000004,Positive
I am vacinated and hate all the anti vax for being selfish and dangeorus to humanity,-0.65,Negative
I am pro choice and support those who does not wish to be vacinated whatever their reason maybe,0.0,Neutral
Now compare these 2 narrative,0.0,Neutral
Let s say ,0.0,Neutral
The Pro choice is PAP UN Hollywood Elites Nobel Scholars Power Individual such as Bill Gates Joe Biden Macron EU Pope  etc,0.0,Neutral
Do you think the haters of Anti Vaccines narrartive have enough clout and power to thump the Pro choice down,-0.07777777777777779,Negative
Do you even think that your opiniom will be accepted in any social media,0.03333333333333333,Positive
Think about what I said,0.0,Neutral
Of cos i will get a thump down,-0.15555555555555559,Negative
But the wise will know what I am saying,0.7,Positive
Errr paiseh i dont quite agree leh Is there a international law that say legal entities must hire a professional for logo design ,0.10000000000000002,Positive
A CEO of a top 500 company can use the design of his 5 year old neice as the companys logo  if he and board of directors desires and if he indeed see a need for a professional piece or even see the value in a more professional design he will definitely hire a professional this is the basics of demand supply and free market Nobody is entitled to anything if the public dont see a value in sth means that thing have no value Its all public perception if everyone thinks 10 dollar notes have no value the 10 dollar note is worthless U can promote people to appreciate arts but u cant force a value on sth if people see no value in it ,0.09090909090909093,Positive
Plus TC is not some atas elite organisation that must require a professional design The whole point of town council is to manage a neighbourhood and bring the community together They would rather use a 5yo pasir ris resident design than a professional design It is better for PR too as it shows they appreciates the residents effort and fringe closer relations with the community,0.225,Positive
If im a freelance writer and professional author i wont go to the local writting competition to shit on people Sounds harsh but facts dont care abt your feelings,-0.07500000000000001,Negative
It kinda feels like PAP made an effort to find candidates that are different from their usual pool Top seccondayJCUni high rank in civil servicemilitary top scholars to mitigate their reputation for being elitist one of the few times when they actually got a candidate thats a poly grad and he ends up exposed as an elitist prick I wonder if this will spoil it for any future candidates with nonelite academic background,-0.009000000000000003,Negative
So dont make them be the same Desmond is desmond Ivan is Ivan Condemn one bring up the other the party as a whole They should have checked the background not just promoting elites,0.025000000000000005,Positive
many ppl wants him to be pm but too bad the pap elite decide that sg is not ready for non chinese pm even though polls said otherwise,-0.01999999999999998,Negative
I think there are two parts to him One is that looking from his CV he does not seem like a usual PAP candidate ie came from elite schools not govtscholar worked his way to uni,-0.25,Negative
That said if the stories about his character in NS are true that does not mean what he has achieved on his CV justifies his character Doesnt mean if you worked your way up justifies you being a total ass to others ,0.048437499999999994,Positive
I think fundamentally we shouldnt pigeonhole people based on their background sound a bit like CCS but I do agree with him Does not mean all people who come from elite backgrounds do not understand others similarly does not mean if you came from a more common background you are more relatable and of decent character,0.19739583333333333,Positive
Elites hey thats for me to use not you,0.0,Neutral
Everyone is pointing out Jamuss impressive CV but there is another area that I think is deserving of greater attention,0.7000000000000001,Positive
And that is the fact that he served as a medic during his time as an NSF ,0.0,Neutral
That I feel makes him stand apart from the other qualified candidates from the PAP with similar CVs ,-0.0625,Negative
The PAP has a preference for candidates to come from outstanding backgrounds especially from their time in National Service Most of the previously elected PAP MPs or potential MPs in this election are all officers during their time as NSFs or regulars,0.16666666666666669,Positive
But does one being an officer necessarily make them a better candidate or even a leader Many of us who went through NS know otherwise and that it is even possible for someone who is not an officer to lead others or bring up concerns to higherups The Ivan Lim fiasco true or untrue further highlights this issue This is not to discredit good officers but rather to highlight that rank does not necessarily translate into the characters we want to see become MPs ,0.13888888888888887,Positive
So I find it is genuinely refreshing to see someone like Jamus contesting in this election not just because of his CV but because of his national service history He may be an elite but he does not fit in with the stereotype of a PAP elite,0.15,Positive
Edit For grammar,0.0,Neutral
I think you really underestimate how many ri rjc elite uni people there are in both pap and civil service lol Theres a reason why ppl say they out of touch ivory tower you throw a stone you will hit five raffles pppl,0.5,Positive
Nope firstly was he a govt scholar Secondly he worked for his portfolio you see not just parachuted from CEO of one stat board gov ministry to another He has international credibility being a senior economist at the World Bank which PAP candidate can lay claim to that,0.08333333333333333,Positive
Do not try to turn the argument around He is clearly not from the PAP mould and even if he were in the PAP given how he worked hard for his portfolio and the way he debates  carry himself it is hard to imagine anyone labeling him an elitist Being well educated DOES NOT MAKE YOU AN ELITIST You are only an ELITIST WHEN YOU ARROGANTLY DISMISS ARGUMENTS WITHOUT RATIONALE DEBATE AND POSSESS A SNOBBISH ATTITUDE ,-0.15833333333333333,Negative
Did he engage in ad hominem attacks like Dr Vivian Was he dismissive and snobbish He is clearly a cut above the PAP elites Well qualified and humble with a heart to serve the intelligent peoples person and a true embodiment of WP spirit,0.21000000000000002,Positive
I dont think he is saying he would be judged as an elite based on his personality or character just his background Now this would be wrong but its what many people would do ,0.0,Neutral
Multiple overseas degrees with so many masters and a PHD means he had plenty of money 50100k per masters to be able to pursue education for a large portion of his life while living overseas hes not even that old so many would speculate its from his parents although it could very well be from his own earnings,0.3267857142857143,Positive
World bank experience is a plus but his stint in Abu Dabi and Third Rock are essentially assetwealth management roles which cater to the rich and powerful You would really only pursue these kind of jobs for money not policy experience ,0.2125,Positive
I think hes great and joining the WP easily rebuts any presumptions but the OP is right in saying due to his CV many people would dismiss him without much consideration for his words or actions if he was PAP,0.34900793650793654,Positive
Ive been married 10 years,0.25,Positive
I never met a girl like that when I was in my pai kia sec sch Ah Lians are fuelled by passion more than anything Only met a lot of these girls in my elite JC The more elite the more they hungered for success in everything The most elite had a base requirement of being from either one of the families or AMDK People JC1 father buy Bentley for them with chauffeur for their birthday how can any kumgong sinkie in shorts slipper and manu jersey compete,0.17500000000000002,Positive
Making memes and laughing at them is the only way the general public can fight against the elites We cant get them fired for their incompetence but at least we can make fun of their mistakes,0.010000000000000004,Positive
Some schools are like that though in the elite girls secondary schools they all have the accent Most do the time it morphs into singlish during jc When the boys pollute it lmao,0.26666666666666666,Positive
